Date of Travel,City,Company,KM Travelled,Price Charged,Cost of Trip,Population,Users,Number of Males,Payments by Cash,Number of Females,Payments by Card,Average Income
2016-01-12,BOSTON MA,Pink Cab,43.099999999999994,530.01,463.86,248968,80021,3,3,0,0,11411.333333333334
2016-01-12,BOSTON MA,Yellow Cab,134.12,2130.13,1806.138,248968,80021,5,2,0,3,20661.8
2016-01-12,CHICAGO IL,Pink Cab,77.72,1055.92,820.012,1955130,164468,3,2,0,1,14824.333333333334
2016-01-12,CHICAGO IL,Yellow Cab,130.9,2651.3,1735.4904000000001,1955130,164468,7,2,0,5,11075.57142857143
2016-01-12,DALLAS TX,Yellow Cab,16.4,416.28,211.5168,942908,22157,2,1,0,1,14913.5
2016-01-12,LOS ANGELES CA,Pink Cab,92.15,1687.18,1079.84,1595037,144132,4,2,0,2,15041.5
2016-01-12,LOS ANGELES CA,Yellow Cab,251.3,5730.5,3273.1728,1595037,144132,13,6,0,7,16386.384615384617
2016-01-12,NEW YORK NY,Pink Cab,52.66,717.1,564.764,8405837,302149,2,1,0,1,21828.5
2016-01-12,NEW YORK NY,Yellow Cab,536.41,14023.23,6855.2892,8405837,302149,21,10,0,11,14974.761904761905
2016-01-12,ORANGE COUNTY,Yellow Cab,10.89,215.39,146.3616,1030185,12994,1,0,0,1,6072.0
2016-01-12,SACRAMENTO CA,Yellow Cab,68.15,2020.56,916.1496000000001,545776,7044,2,1,0,1,13091.5
2016-01-12,SAN DIEGO CA,Pink Cab,121.63,1662.17,1354.7359999999999,959307,69995,6,2,0,4,14617.666666666666
2016-01-12,SAN DIEGO CA,Yellow Cab,38.48,916.83,544.8768,959307,69995,1,0,0,1,19975.0
2016-01-12,SEATTLE WA,Pink Cab,45.2,372.1,496.84,671238,25063,3,2,0,1,14530.666666666666
2016-01-12,SEATTLE WA,Yellow Cab,64.78999999999999,1421.52,839.4276,671238,25063,2,0,0,2,18143.5
2016-01-12,SILICON VALLEY,Pink Cab,29.7,415.53,353.43,1177609,27247,1,0,0,1,24021.0
2016-01-12,WASHINGTON DC,Yellow Cab,237.75,3731.17,3189.5568,418859,127001,9,1,0,8,13828.333333333334
2016-01-13,ATLANTA GA,Pink Cab,15.82,195.36,164.528,814885,24701,1,0,0,1,21189.0
2016-01-13,ATLANTA GA,Yellow Cab,19.4,379.31,270.048,814885,24701,1,0,0,1,15892.0
2016-01-13,BOSTON MA,Pink Cab,43.64,353.48,490.672,248968,80021,2,1,0,1,17500.0
2016-01-13,BOSTON MA,Yellow Cab,132.78,1976.23,1795.6704,248968,80021,8,3,0,5,18386.25
2016-01-13,CHICAGO IL,Pink Cab,116.74000000000001,1484.8000000000002,1330.96,1955130,164468,3,0,0,3,18488.333333333332
2016-01-13,CHICAGO IL,Yellow Cab,437.27,9389.19,5612.986800000001,1955130,164468,16,6,0,10,11330.875
2016-01-13,DENVER CO,Pink Cab,4.4,46.5,49.72,754233,12421,1,0,0,1,14752.0
2016-01-13,LOS ANGELES CA,Pink Cab,59.5,968.53,640.024,1595037,144132,3,2,0,1,18969.333333333332
2016-01-13,LOS ANGELES CA,Yellow Cab,303.31,7248.02,3981.024,1595037,144132,11,6,0,5,14897.272727272728
2016-01-13,NEW YORK NY,Pink Cab,3.0,40.99,33.0,8405837,302149,1,0,0,1,21263.0
2016-01-13,NEW YORK NY,Yellow Cab,453.55,11576.03,6004.8792,8405837,302149,22,9,0,13,17007.636363636364
2016-01-13,ORANGE COUNTY,Yellow Cab,41.04,845.53,492.48,1030185,12994,1,0,0,1,9124.0
2016-01-13,SACRAMENTO CA,Yellow Cab,2.85,92.83,34.542,545776,7044,1,0,0,1,15541.0
2016-01-13,SAN DIEGO CA,Pink Cab,109.8,1457.52,1178.1599999999999,959307,69995,5,2,0,3,20380.0
2016-01-13,SAN DIEGO CA,Yellow Cab,3.18,70.26,40.068,959307,69995,1,1,0,0,9683.0
2016-01-13,SEATTLE WA,Yellow Cab,78.24,1394.3799999999999,1033.0368,671238,25063,3,0,0,3,12398.666666666666
2016-01-13,SILICON VALLEY,Yellow Cab,50.589999999999996,1231.73,670.8168000000001,1177609,27247,3,3,0,0,9046.333333333334
2016-01-13,WASHINGTON DC,Yellow Cab,494.18,7289.74,6500.9676,418859,127001,21,6,0,15,13756.666666666666
2016-01-14,ATLANTA GA,Pink Cab,41.44,511.74,472.416,814885,24701,1,0,0,1,3585.0
2016-01-14,ATLANTA GA,Yellow Cab,71.28,1407.6599999999999,949.8708,814885,24701,3,0,0,3,14790.666666666666
2016-01-14,AUSTIN TX,Pink Cab,3.88,73.21,40.352,698371,14978,1,0,0,1,8660.0
2016-01-14,AUSTIN TX,Yellow Cab,23.75,390.28,302.1,698371,14978,1,0,0,1,8823.0
2016-01-14,BOSTON MA,Pink Cab,20.34,185.85,205.434,248968,80021,1,1,0,0,10415.0
2016-01-14,BOSTON MA,Yellow Cab,173.95,2523.58,2320.608,248968,80021,7,5,0,2,15484.57142857143
2016-01-14,CHICAGO IL,Pink Cab,36.38,498.07,436.56,1955130,164468,1,0,0,1,10140.0
2016-01-14,CHICAGO IL,Yellow Cab,391.16,8304.6,5220.9048,1955130,164468,18,9,0,9,13587.833333333334
2016-01-14,DALLAS TX,Pink Cab,32.86,323.51,341.744,942908,22157,1,0,0,1,5182.0
2016-01-14,DALLAS TX,Yellow Cab,82.59,2137.23,1134.0996,942908,22157,4,0,0,4,14477.5
2016-01-14,DENVER CO,Pink Cab,9.9,93.45,114.84,754233,12421,1,1,0,0,18339.0
2016-01-14,DENVER CO,Yellow Cab,14.43,369.16,199.134,754233,12421,1,0,0,1,13108.0
2016-01-14,LOS ANGELES CA,Pink Cab,247.24,3804.84,2728.507,1595037,144132,11,8,0,3,13878.363636363636
2016-01-14,LOS ANGELES CA,Yellow Cab,242.14999999999998,6028.860000000001,3234.6000000000004,1595037,144132,11,7,0,4,12682.09090909091
2016-01-14,NEW YORK NY,Pink Cab,41.68,533.46,469.816,8405837,302149,2,1,0,1,15020.5
2016-01-14,NEW YORK NY,Yellow Cab,540.0699999999999,14025.9,6982.875599999999,8405837,302149,23,12,0,11,15399.782608695652
2016-01-14,ORANGE COUNTY,Yellow Cab,7.63,152.48,93.3912,1030185,12994,1,0,0,1,21094.0
2016-01-14,SAN DIEGO CA,Pink Cab,33.72,462.77,381.70799999999997,959307,69995,3,1,0,2,7154.333333333333
2016-01-14,SAN DIEGO CA,Yellow Cab,7.8,154.20999999999998,94.08,959307,69995,2,1,0,1,17220.5
2016-01-14,SEATTLE WA,Pink Cab,122.39,1032.08,1372.496,671238,25063,5,3,0,2,14571.0
2016-01-14,SEATTLE WA,Yellow Cab,41.81,779.62,501.72,671238,25063,1,0,0,1,8694.0
2016-01-14,SILICON VALLEY,Yellow Cab,4.9,136.9,58.8,1177609,27247,1,0,0,1,18321.0
2016-01-14,TUCSON AZ,Pink Cab,39.0,571.77,401.7,631442,5712,1,1,0,0,20894.0
2016-01-14,WASHINGTON DC,Pink Cab,33.66,325.71,360.162,418859,127001,1,0,0,1,2588.0
2016-01-14,WASHINGTON DC,Yellow Cab,715.89,10467.07,9265.3812,418859,127001,28,11,0,17,16716.14285714286
2016-01-15,ATLANTA GA,Yellow Cab,21.21,431.29,292.698,814885,24701,1,1,0,0,13038.0
2016-01-15,BOSTON MA,Pink Cab,17.85,164.68,201.705,248968,80021,1,1,0,0,14046.0
2016-01-15,BOSTON MA,Yellow Cab,147.2,2103.0,2043.0911999999998,248968,80021,7,5,0,2,15795.0
2016-01-15,CHICAGO IL,Pink Cab,117.15,1592.32,1218.376,1955130,164468,4,2,0,2,22745.0
2016-01-15,CHICAGO IL,Yellow Cab,463.75,9803.62,6278.4696,1955130,164468,22,11,0,11,15271.181818181818
2016-01-15,DALLAS TX,Pink Cab,27.82,285.8,289.328,942908,22157,1,0,0,1,18330.0
2016-01-15,DALLAS TX,Yellow Cab,32.7,880.63,455.184,942908,22157,1,0,0,1,7195.0
2016-01-15,LOS ANGELES CA,Pink Cab,77.7,1250.32,893.448,1595037,144132,4,0,0,4,9825.25
2016-01-15,LOS ANGELES CA,Yellow Cab,227.44,5352.96,3032.7456,1595037,144132,8,4,0,4,15835.125
2016-01-15,NEW YORK NY,Pink Cab,85.39,1124.65,992.95,8405837,302149,4,2,0,2,14881.75
2016-01-15,NEW YORK NY,Yellow Cab,642.35,16349.89,8485.3464,8405837,302149,27,10,0,17,18209.666666666668
2016-01-15,ORANGE COUNTY,Pink Cab,39.2,587.82,446.88,1030185,12994,1,1,0,0,14221.0
2016-01-15,PHOENIX AZ,Pink Cab,40.68,625.21,463.752,943999,6133,1,0,0,1,28113.0
2016-01-15,PHOENIX AZ,Yellow Cab,75.56,1401.59,1010.9807999999999,943999,6133,2,0,0,2,14060.0
2016-01-15,PITTSBURGH PA,Yellow Cab,38.52,986.44,526.9536,542085,3643,1,0,0,1,32917.0
2016-01-15,SACRAMENTO CA,Pink Cab,14.04,144.58,154.44,545776,7044,1,0,0,1,24872.0
2016-01-15,SAN DIEGO CA,Yellow Cab,31.68,642.65,395.3664,959307,69995,1,1,0,0,22435.0
2016-01-15,SEATTLE WA,Pink Cab,46.69,366.53,531.489,671238,25063,2,0,0,2,19456.0
2016-01-15,SILICON VALLEY,Pink Cab,77.44,1026.37,842.028,1177609,27247,3,3,0,0,12834.333333333334
2016-01-15,WASHINGTON DC,Pink Cab,13.389999999999999,128.62,139.812,418859,127001,2,2,0,0,17916.0
2016-01-15,WASHINGTON DC,Yellow Cab,254.20000000000002,3738.57,3356.8716,418859,127001,11,4,0,7,17919.454545454544
2016-01-16,ATLANTA GA,Yellow Cab,217.14000000000001,4930.95,2961.594,814885,24701,9,2,0,7,17260.444444444445
2016-01-16,AUSTIN TX,Yellow Cab,44.03,821.51,591.7632,698371,14978,1,0,0,1,30260.0
2016-01-16,BOSTON MA,Pink Cab,100.12,1389.21,1067.384,248968,80021,4,2,0,2,17858.25
2016-01-16,BOSTON MA,Yellow Cab,543.53,9838.31,7330.1544,248968,80021,24,9,0,15,17189.666666666668
2016-01-16,CHICAGO IL,Pink Cab,135.39000000000001,1727.07,1406.726,1955130,164468,5,2,0,3,23510.2
2016-01-16,CHICAGO IL,Yellow Cab,1251.34,25184.43,16724.9172,1955130,164468,52,24,0,28,15256.884615384615
2016-01-16,DALLAS TX,Pink Cab,17.26,219.09,196.012,942908,22157,2,1,0,1,21954.0
2016-01-16,DALLAS TX,Yellow Cab,105.38,2878.1,1431.5028,942908,22157,4,2,0,2,21828.75
2016-01-16,DENVER CO,Pink Cab,13.86,191.67,151.074,754233,12421,1,1,0,0,2673.0
2016-01-16,DENVER CO,Yellow Cab,80.61,1937.89,1062.8208,754233,12421,3,0,0,3,19771.0
2016-01-16,LOS ANGELES CA,Pink Cab,342.08,4860.78,3754.62,1595037,144132,16,7,0,9,15818.625
2016-01-16,LOS ANGELES CA,Yellow Cab,620.04,15137.12,8161.4268,1595037,144132,29,14,0,15,13405.551724137931
2016-01-16,MIAMI FL,Yellow Cab,38.08,827.91,484.3776,1339155,17675,1,0,0,1,6034.0
2016-01-16,NASHVILLE TN,Pink Cab,5.95,114.58,60.69,327225,9270,1,0,0,1,14848.0
2016-01-16,NASHVILLE TN,Yellow Cab,19.56,390.96,272.1168,327225,9270,2,0,0,2,13864.5
2016-01-16,NEW YORK NY,Pink Cab,6.42,106.59,75.114,8405837,302149,1,1,0,0,24935.0
2016-01-16,NEW YORK NY,Yellow Cab,1599.51,52042.69,21257.0208,8405837,302149,66,22,0,44,16251.19696969697
2016-01-16,ORANGE COUNTY,Yellow Cab,15.96,483.24,217.512,1030185,12994,2,0,0,2,5456.0
2016-01-16,PITTSBURGH PA,Yellow Cab,35.7,663.14,496.944,542085,3643,1,1,0,0,2059.0
2016-01-16,SACRAMENTO CA,Pink Cab,24.0,483.96,259.2,545776,7044,1,0,0,1,11663.0
2016-01-16,SACRAMENTO CA,Yellow Cab,38.11,723.03,475.6128,545776,7044,1,0,0,1,22059.0
2016-01-16,SAN DIEGO CA,Pink Cab,159.49,2413.6,1809.181,959307,69995,6,2,0,4,11985.5
2016-01-16,SAN DIEGO CA,Yellow Cab,201.83,3736.77,2679.2136,959307,69995,9,5,0,4,10580.0
2016-01-16,SEATTLE WA,Pink Cab,112.62,1141.72,1183.546,671238,25063,5,4,0,1,6637.2
2016-01-16,SEATTLE WA,Yellow Cab,105.64,2113.21,1345.2852,671238,25063,5,3,0,2,12777.0
2016-01-16,SILICON VALLEY,Pink Cab,69.65,1015.76,765.45,1177609,27247,2,1,0,1,11646.5
2016-01-16,SILICON VALLEY,Yellow Cab,30.9,795.4,381.924,1177609,27247,1,0,0,1,2978.0
2016-01-16,WASHINGTON DC,Pink Cab,16.48,352.66,177.984,418859,127001,1,1,0,0,19055.0
2016-01-16,WASHINGTON DC,Yellow Cab,756.96,14412.85,9919.4364,418859,127001,34,14,0,20,15384.617647058823
2016-01-17,ATLANTA GA,Pink Cab,19.0,225.34,190.0,814885,24701,1,0,0,1,2273.0
2016-01-17,ATLANTA GA,Yellow Cab,84.08,1773.15,1086.4248,814885,24701,4,1,0,3,20345.0
2016-01-17,AUSTIN TX,Pink Cab,7.1,177.93,79.032,698371,14978,2,0,0,2,9974.0
2016-01-17,AUSTIN TX,Yellow Cab,20.009999999999998,439.97,278.1156,698371,14978,2,1,0,1,12908.0
2016-01-17,BOSTON MA,Pink Cab,118.05,1596.6599999999999,1329.0,248968,80021,5,1,0,4,22023.0
2016-01-17,BOSTON MA,Yellow Cab,564.17,10811.0,7211.9928,248968,80021,22,10,0,12,14789.863636363636
2016-01-17,CHICAGO IL,Pink Cab,56.14999999999999,694.25,659.323,1955130,164468,3,2,0,1,12602.666666666666
2016-01-17,CHICAGO IL,Yellow Cab,940.64,18767.59,12512.292,1955130,164468,43,12,0,31,14243.232558139534
2016-01-17,DALLAS TX,Pink Cab,37.76,416.2,426.688,942908,22157,1,0,0,1,5872.0
2016-01-17,DALLAS TX,Yellow Cab,142.21,3726.4,1872.1956,942908,22157,5,2,0,3,13264.8
2016-01-17,DENVER CO,Yellow Cab,56.76,1212.68,764.9784,754233,12421,4,1,0,3,16042.0
2016-01-17,LOS ANGELES CA,Pink Cab,313.0,4686.03,3426.183,1595037,144132,16,9,0,7,14163.3125
2016-01-17,LOS ANGELES CA,Yellow Cab,505.28000000000003,12370.869999999999,6696.4164,1595037,144132,24,14,0,10,15640.041666666666
2016-01-17,MIAMI FL,Pink Cab,45.480000000000004,559.3199999999999,492.48,1339155,17675,2,0,0,2,7170.0
2016-01-17,MIAMI FL,Yellow Cab,90.57,1928.5900000000001,1147.8996,1339155,17675,4,2,0,2,10293.0
2016-01-17,NEW YORK NY,Pink Cab,237.32,3643.0299999999997,2606.245,8405837,302149,13,6,0,7,13529.153846153846
2016-01-17,NEW YORK NY,Yellow Cab,1146.87,39127.22,15153.3336,8405837,302149,55,23,0,32,14932.036363636364
2016-01-17,ORANGE COUNTY,Pink Cab,20.33,358.35,207.366,1030185,12994,1,0,0,1,5688.0
2016-01-17,ORANGE COUNTY,Yellow Cab,101.25,2392.1,1364.958,1030185,12994,3,1,0,2,20225.666666666668
2016-01-17,PHOENIX AZ,Pink Cab,16.2,222.83,176.58,943999,6133,1,1,0,0,11460.0
2016-01-17,PHOENIX AZ,Yellow Cab,31.0,713.27,379.44,943999,6133,1,0,0,1,20480.0
2016-01-17,PITTSBURGH PA,Yellow Cab,20.0,350.79,268.8,542085,3643,1,1,0,0,17082.0
2016-01-17,SACRAMENTO CA,Pink Cab,38.11,748.42,415.399,545776,7044,1,0,0,1,21455.0
2016-01-17,SAN DIEGO CA,Pink Cab,160.57,2377.69,1811.331,959307,69995,8,2,0,6,11562.625
2016-01-17,SAN DIEGO CA,Yellow Cab,185.73,3351.9,2479.4964,959307,69995,8,3,0,5,14466.5
2016-01-17,SEATTLE WA,Yellow Cab,258.64,5019.51,3416.0256,671238,25063,9,5,0,4,12850.222222222223
2016-01-17,SILICON VALLEY,Pink Cab,58.16,870.75,687.864,1177609,27247,2,1,0,1,10723.5
2016-01-17,SILICON VALLEY,Yellow Cab,71.62,1944.85,937.3344,1177609,27247,4,1,0,3,12901.0
2016-01-17,TUCSON AZ,Pink Cab,9.27,112.43,94.554,631442,5712,1,0,0,1,3035.0
2016-01-17,TUCSON AZ,Yellow Cab,17.2,310.29,239.22,631442,5712,2,0,0,2,5386.5
2016-01-17,WASHINGTON DC,Pink Cab,44.650000000000006,409.65999999999997,485.07,418859,127001,2,1,0,1,15490.0
2016-01-17,WASHINGTON DC,Yellow Cab,864.75,15799.63,11355.0516,418859,127001,35,14,0,21,14516.371428571429
2016-01-18,ATLANTA GA,Pink Cab,8.12,96.3,82.012,814885,24701,1,0,0,1,13969.0
2016-01-18,ATLANTA GA,Yellow Cab,47.6,918.47,611.184,814885,24701,1,0,0,1,13147.0
2016-01-18,AUSTIN TX,Pink Cab,31.92,573.32,363.888,698371,14978,1,0,0,1,19129.0
2016-01-18,BOSTON MA,Pink Cab,4.52,42.1,51.076,248968,80021,1,0,0,1,4444.0
2016-01-18,BOSTON MA,Yellow Cab,116.33,1799.48,1523.202,248968,80021,5,2,0,3,15483.2
2016-01-18,CHICAGO IL,Pink Cab,92.75,1307.45,1030.946,1955130,164468,4,3,0,1,23381.0
2016-01-18,CHICAGO IL,Yellow Cab,406.63,8056.49,5435.5188,1955130,164468,18,6,0,12,13374.888888888889
2016-01-18,DALLAS TX,Pink Cab,8.96,88.21,100.352,942908,22157,1,1,0,0,14421.0
2016-01-18,DALLAS TX,Yellow Cab,48.09,1147.08,653.3172,942908,22157,2,2,0,0,13186.0
2016-01-18,DENVER CO,Yellow Cab,2.12,57.56,25.9488,754233,12421,1,1,0,0,18701.0
2016-01-18,LOS ANGELES CA,Pink Cab,55.56,686.99,630.3720000000001,1595037,144132,3,2,0,1,17052.333333333332
2016-01-18,LOS ANGELES CA,Yellow Cab,309.04,7059.58,4128.2676,1595037,144132,12,5,0,7,18802.416666666668
2016-01-18,NEW YORK NY,Pink Cab,23.09,329.40999999999997,235.38899999999998,8405837,302149,2,1,0,1,9506.5
2016-01-18,NEW YORK NY,Yellow Cab,493.69,13649.75,6461.268,8405837,302149,20,6,0,14,13709.55
2016-01-18,SAN DIEGO CA,Pink Cab,74.09,1021.9100000000001,771.607,959307,69995,3,0,0,3,16465.666666666668
2016-01-18,SAN DIEGO CA,Yellow Cab,35.06,666.01,442.78319999999997,959307,69995,3,1,0,2,8411.666666666666
2016-01-18,SEATTLE WA,Yellow Cab,123.52,2225.24,1644.2759999999998,671238,25063,6,1,0,5,15060.0
2016-01-18,WASHINGTON DC,Pink Cab,90.37,1256.54,1006.063,418859,127001,4,3,0,1,14190.5
2016-01-18,WASHINGTON DC,Yellow Cab,339.76,5296.12,4537.524,418859,127001,17,8,0,9,17514.29411764706
2016-01-19,ATLANTA GA,Yellow Cab,21.56,387.82,292.3536,814885,24701,1,1,0,0,11480.0
2016-01-19,BOSTON MA,Pink Cab,35.7,468.01,394.587,248968,80021,2,1,0,1,17056.5
2016-01-19,BOSTON MA,Yellow Cab,128.91,2065.18,1678.2552,248968,80021,8,3,0,5,16200.375
2016-01-19,CHICAGO IL,Pink Cab,146.72,1446.44,1603.3629999999998,1955130,164468,5,2,0,3,21181.6
2016-01-19,CHICAGO IL,Yellow Cab,149.26999999999998,2559.06,1981.5864000000001,1955130,164468,8,3,0,5,14698.75
2016-01-19,DALLAS TX,Pink Cab,3.18,34.22,32.436,942908,22157,1,1,0,0,5400.0
2016-01-19,DALLAS TX,Yellow Cab,32.2,690.73,444.36,942908,22157,1,1,0,0,21394.0
2016-01-19,DENVER CO,Yellow Cab,27.84,528.82,337.4208,754233,12421,1,0,0,1,12188.0
2016-01-19,LOS ANGELES CA,Pink Cab,48.2,616.84,532.13,1595037,144132,3,0,0,3,7131.333333333333
2016-01-19,LOS ANGELES CA,Yellow Cab,220.95999999999998,4808.59,2866.098,1595037,144132,9,2,0,7,14160.777777777777
2016-01-19,NEW YORK NY,Pink Cab,60.06999999999999,994.26,642.539,8405837,302149,3,1,0,2,17568.333333333332
2016-01-19,NEW YORK NY,Yellow Cab,424.15999999999997,12950.33,5478.4284,8405837,302149,21,9,0,12,15165.904761904761
2016-01-19,SACRAMENTO CA,Pink Cab,28.28,296.76,316.736,545776,7044,1,1,0,0,5363.0
2016-01-19,SAN DIEGO CA,Pink Cab,1.9,22.77,20.52,959307,69995,1,1,0,0,3698.0
2016-01-19,SAN DIEGO CA,Yellow Cab,2.28,36.27,32.0112,959307,69995,1,1,0,0,3267.0
2016-01-19,SEATTLE WA,Pink Cab,44.379999999999995,453.72,495.12399999999997,671238,25063,2,0,0,2,8874.5
2016-01-19,SEATTLE WA,Yellow Cab,19.84,331.15999999999997,242.5536,671238,25063,2,0,0,2,10325.5
2016-01-19,SILICON VALLEY,Pink Cab,15.26,209.32,183.12,1177609,27247,1,0,0,1,21056.0
2016-01-19,SILICON VALLEY,Yellow Cab,18.53,397.48,260.1612,1177609,27247,1,0,0,1,13333.0
2016-01-19,WASHINGTON DC,Yellow Cab,372.79,6552.08,4877.6448,418859,127001,16,5,0,11,15613.875
2016-01-20,ATLANTA GA,Pink Cab,23.98,340.6,273.372,814885,24701,1,0,0,1,24678.0
2016-01-20,ATLANTA GA,Yellow Cab,86.64,1837.63,1098.6012,814885,24701,3,0,0,3,10218.666666666666
2016-01-20,BOSTON MA,Pink Cab,26.81,361.03,318.262,248968,80021,2,1,0,1,16925.0
2016-01-20,BOSTON MA,Yellow Cab,164.86,2823.29,2194.5516,248968,80021,10,3,0,7,16067.7
2016-01-20,CHICAGO IL,Pink Cab,142.82999999999998,1387.68,1613.688,1955130,164468,6,1,0,5,15526.833333333334
2016-01-20,CHICAGO IL,Yellow Cab,314.13,5330.21,4123.866,1955130,164468,15,8,0,7,16415.533333333333
2016-01-20,DALLAS TX,Yellow Cab,14.17,343.61,187.044,942908,22157,1,0,0,1,32637.0
2016-01-20,DENVER CO,Yellow Cab,36.89,661.06,504.6552,754233,12421,1,0,0,1,17017.0
2016-01-20,LOS ANGELES CA,Pink Cab,73.58,846.8299999999999,823.529,1595037,144132,3,1,0,2,16639.0
2016-01-20,LOS ANGELES CA,Yellow Cab,80.34,1712.96,1097.7528,1595037,144132,4,1,0,3,22005.5
2016-01-20,MIAMI FL,Pink Cab,20.2,222.88,240.38,1339155,17675,1,0,0,1,5868.0
2016-01-20,MIAMI FL,Yellow Cab,45.870000000000005,1003.6600000000001,589.7556,1339155,17675,2,0,0,2,12827.5
2016-01-20,NASHVILLE TN,Pink Cab,4.72,43.44,56.64,327225,9270,1,1,0,0,13162.0
2016-01-20,NASHVILLE TN,Yellow Cab,23.68,460.96,324.4128,327225,9270,2,2,0,0,20328.5
2016-01-20,NEW YORK NY,Pink Cab,54.440000000000005,855.46,584.755,8405837,302149,4,1,0,3,11585.5
2016-01-20,NEW YORK NY,Yellow Cab,504.35,15990.310000000001,6642.906,8405837,302149,22,9,0,13,18195.5
2016-01-20,PHOENIX AZ,Pink Cab,12.71,154.85,132.285,943999,6133,2,0,0,2,12496.5
2016-01-20,PHOENIX AZ,Yellow Cab,9.9,219.15,128.304,943999,6133,1,0,0,1,15395.0
2016-01-20,SAN DIEGO CA,Pink Cab,64.33,851.74,726.8050000000001,959307,69995,2,1,0,1,19404.0
2016-01-20,SAN DIEGO CA,Yellow Cab,63.17,1029.8300000000002,830.9196000000001,959307,69995,3,2,0,1,12756.333333333334
2016-01-20,SEATTLE WA,Pink Cab,65.8,713.72,687.604,671238,25063,3,1,0,2,18675.0
2016-01-20,SILICON VALLEY,Pink Cab,10.5,157.25,118.65,1177609,27247,1,1,0,0,2835.0
2016-01-20,SILICON VALLEY,Yellow Cab,40.199999999999996,893.24,494.45279999999997,1177609,27247,2,1,0,1,16380.0
2016-01-20,WASHINGTON DC,Pink Cab,30.24,517.14,332.64,418859,127001,1,0,0,1,14951.0
2016-01-20,WASHINGTON DC,Yellow Cab,457.97999999999996,8253.05,5937.929999999999,418859,127001,19,4,0,15,16096.684210526315
2016-01-21,BOSTON MA,Pink Cab,58.980000000000004,824.1600000000001,662.574,248968,80021,2,1,0,1,12337.5
2016-01-21,BOSTON MA,Yellow Cab,223.77,3876.46,2964.9996,248968,80021,11,4,0,7,12994.818181818182
2016-01-21,CHICAGO IL,Pink Cab,88.92,882.7,971.1790000000001,1955130,164468,3,0,0,3,17886.333333333332
2016-01-21,CHICAGO IL,Yellow Cab,399.98,6711.5199999999995,5396.7888,1955130,164468,19,4,0,15,15505.894736842105
2016-01-21,DALLAS TX,Yellow Cab,17.44,382.24,236.4864,942908,22157,1,1,0,0,30299.0
2016-01-21,DENVER CO,Pink Cab,38.5,472.62,388.85,754233,12421,1,1,0,0,19791.0
2016-01-21,LOS ANGELES CA,Pink Cab,104.22,1348.02,1169.557,1595037,144132,5,2,0,3,12250.8
2016-01-21,LOS ANGELES CA,Yellow Cab,272.09000000000003,5660.34,3682.9464,1595037,144132,12,4,0,8,16880.25
2016-01-21,NEW YORK NY,Pink Cab,99.97,1687.62,1099.301,8405837,302149,3,2,0,1,19704.333333333332
2016-01-21,NEW YORK NY,Yellow Cab,660.05,20719.29,8525.7372,8405837,302149,27,11,0,16,13014.185185185184
2016-01-21,ORANGE COUNTY,Yellow Cab,10.1,255.11,145.44,1030185,12994,1,1,0,0,18124.0
2016-01-21,PHOENIX AZ,Yellow Cab,17.76,400.85,221.6448,943999,6133,1,1,0,0,3874.0
2016-01-21,SACRAMENTO CA,Yellow Cab,18.4,347.69,236.256,545776,7044,1,1,0,0,23637.0
2016-01-21,SAN DIEGO CA,Pink Cab,80.39,978.82,839.281,959307,69995,4,1,0,3,17407.0
2016-01-21,SAN DIEGO CA,Yellow Cab,44.730000000000004,705.39,618.2568,959307,69995,2,1,0,1,15862.0
2016-01-21,SEATTLE WA,Pink Cab,109.9,1122.62,1183.25,671238,25063,3,1,0,2,15030.333333333334
2016-01-21,SEATTLE WA,Yellow Cab,44.84,831.35,586.5072,671238,25063,1,1,0,0,34741.0
2016-01-21,SILICON VALLEY,Pink Cab,40.68,512.45,443.412,1177609,27247,1,1,0,0,11217.0
2016-01-21,SILICON VALLEY,Yellow Cab,48.85,1231.6,693.51,1177609,27247,2,0,0,2,24745.0
2016-01-21,WASHINGTON DC,Pink Cab,13.92,242.96,148.944,418859,127001,1,0,0,1,9568.0
2016-01-21,WASHINGTON DC,Yellow Cab,438.81,7748.12,5644.704,418859,127001,17,5,0,12,12860.29411764706
2016-01-22,ATLANTA GA,Yellow Cab,64.28,1387.53,834.4739999999999,814885,24701,2,2,0,0,8817.5
2016-01-22,AUSTIN TX,Yellow Cab,1.92,43.35,27.648,698371,14978,1,0,0,1,20195.0
2016-01-22,BOSTON MA,Pink Cab,25.53,373.73,296.148,248968,80021,1,1,0,0,4310.0
2016-01-22,BOSTON MA,Yellow Cab,262.86,4451.41,3472.3404,248968,80021,11,4,0,7,15905.272727272728
2016-01-22,CHICAGO IL,Pink Cab,49.56999999999999,505.83,542.0219999999999,1955130,164468,2,1,0,1,7595.5
2016-01-22,CHICAGO IL,Yellow Cab,476.08,7990.07,6251.1144,1955130,164468,23,5,0,18,15207.695652173914
2016-01-22,DALLAS TX,Pink Cab,66.48,772.13,742.848,942908,22157,2,1,0,1,18374.5
2016-01-22,DALLAS TX,Yellow Cab,80.7,1897.45,1060.56,942908,22157,3,2,0,1,16852.333333333332
2016-01-22,LOS ANGELES CA,Pink Cab,149.54,1718.33,1615.156,1595037,144132,6,0,0,6,15261.333333333334
2016-01-22,LOS ANGELES CA,Yellow Cab,227.57999999999998,4906.07,3064.8564,1595037,144132,11,5,0,6,16829.090909090908
